repository_owner,repository_name
exoticorn,android-pc-game-setup
exoticorn,fusy
ezh,android-DigiLib
ezh,android-component-DigiSSHD
f4bien,sms
fabianofsantos,hextra
fadeddata,Scalatra-Squeryl-C3P0-Base
faost,afishapoisk
farmdawgnation,sbt-resource-management
fatlazycat,scalastyle
fbettag,lift-bhtml
fbettag,scala-vs-erlang
fbettag,slashem
fcroiseaux,kata-mastermind
fedesilva,sbt-experiments
fedesilva,sbt-template-project
fedgehog,poi.scala
fedragon,GraphS
fedragon,octopus
felipeko,Play20
feliperazeek,scala-rest
fermat2a,fs-c
fernandezpablo85,CSRF
fernandezpablo85,scala-examples
ff-dev,scala-wurfl
ff-dev,swurfl
fgherrera,flor-shop
fhopf,gitta
fijimf,deepfij-2012
fijimf,trade-blotter
firepile,firepile
fjahner,SAF
flbulgarelli,scala-talks-simple-examples
flicken,framework
flicken,rogue
flo076,recherche_emploi
flurdy,shoppinglist
fly-object-space,fly-scala
flysheep1980,squerylSample
fmaylinch,scala-file-renamer
fmedio,escalator
fmpwizard,LazyLoad
fmpwizard,LiftNamedComet
fmpwizard,ajaxInvoke
fmpwizard,comet_rest_example
fmpwizard,lift-comet-history
fmpwizard,lift-conditional-drop-down-menus
fmpwizard,lift-custom-wizard
fmpwizard,lift_starter_2.4
fmpwizard,mysample
fmueller,Scala-Talk
fmueller,scala-playground
fmueller,scala-spring
fng,commons-scala-swing
fogus,baysick
folone,DDL-comparer
folone,lift-squeryl-scalaz-demo
folone,type-level-birds
foursquare,foursquare-fhttp
foursquare,linter
foursquare,rogue
foursquare,scala
foursquare,scala-zookeeper-client
foursquare,slashem
foursquare,spark
fozziethebeat,scalda
fractal,first-scala-step
frannuca,Pythia
frausto,scalatra-sbt-prototype
fredriv,scala-examples
freekh,Play20
freels,cassie
freels,finagle-redis
freewind,ebean-scala-issue
freewind,play2-backbone-todolist
freewind,play2-todolist
freewind,play2_scala_ebean
freneticpixel,Play20
fride,schweizer_messer
friedrico,SkatProject
froden,scalapost
fselvatici,ztltest
fujohnwang,hs2client
fujohnwang,xsbtpc.g8
fumi777,hn
fusesource,fuse-extra
fusesource,hudsongen
futurechimp,scalatra
fversnel,DnDDice
fversnel,Poortjes
fwbrasil,activate
fwbrasil,activate-example
fwbrasil,biblio
fwbrasil,radon-stm
fwbrasil,substrate
fwielstra,xebia-scala-koans
fxthomas,VideoLift
g-eorge,unfiltered
g-eorge,unfiltered-netty-uploads-example
gabbah,PokerHandsInScala
gabrielpjordao,SCompiler
gadfly,PredatorPrey
gadget,typesafe-stack-demo
gakuzzzz,play20-multiproject
gakuzzzz,scala
galderz,scalabox
gamboa,jee6
gamlerhart,akka-async-apis
gangeli,ParsingTime
ganshane,taobao-core
gaoyike,mysample
garbagetown,playdocs
gautamk,OB-Store
gautamnc,easy-effort
gazrogers,SWS
gazrogers,SimpleScalaAkkaWebserver
gbasler,scalaz-sbt-sandbox
gccamilleri,book-library-example
gclaramunt,scala
gcsolaroli,scalding
gdiscry,scacs
ge0rg,aprsdroid
gec,reef
geekzy,play-scala-xytable
geekzy,play2-scala
geekzy,play2-xytable
geekzy,scala-todo
geetduggal,ScalaA
geishatokyo,sbt-pom-gen-plugin
geishatokyo,scala-st4
george-vacariuc,finagle
georgkoester,AjaxEditableExample
georgkoester,Play20
georgkoester,framework
gertjana,Books
gertjana,Medicate
gertv,slang
gfaerie,Sleep
ghik,scala-example
ghostm,Scala-Last.fm
ghostm,lift-omniauth
ghostm,lift_blank_heroku
gianm,jerkson
gideondk,scaliak
gildegoma,akka
gildegoma,persistance
gildegoma,salat
gildegoma,scala-redis
gildegoma,scalaz
gildegoma,travis-ci-ScalaOnPlay-sample
gilt,jdbi-scala
gip,fureteur
gitrah,Matrix
gkossakowski,badsigs
gkossakowski,gimd
gkossakowski,scala-ide
gkossakowski,scalagwt-library
gkossakowski,scalagwt-sample
gkossakowski,scalagwt-scala
gkossakowski,virtualization-lms-core
globulon,Scala-Patterns-Experiments
globulon,event-source-kanban
globulon,wekanban-play2
glugbot,swagger-core
gnieh,toolxit-bibtex
gnorsilva,taskatron-webapp
godfat,spellbook
goynang,playah
gpiper,mongoscalatest
graemewalker,ScalaRoyalMail
grant-olson,droid-quizmaster-scala
graphstream,gs-ui
grayt0r,bacteria
gre,screenshot-webservice
greedy,scala
greedy,scala-legacy-svn
greedy,scala-llvm
greedy,scala-study-group
gregturn,finance
gresak,small
grever,code_templates
grever,script_templates
griddynamics,OpenGenesis
grignaak,scala
gruenewa,gruenewa-misc
gruenewa,lift-testbox
gruenewa,type-level-programming
grumpyjames,SBT-Home-Directory
grumpyjames,blank-sbt-project
gsdlab,Clafer-IR-API
gseitz,DiningAkkaDroids
gseitz,Lensed
gseitz,android-sbt-project.g8
gseitz,sbt-protobuf
gseitz,sbt-release
gseitz,scalaz
gtfbi,tenpin
gthiruva,jdbc-mongo-migrator
gtirloni,volunteers
guardian,deploy
guardian,frontend-article
guardian,frontend-common
guardian,frontend-front
guardian,frontend-tag
guardian,guardian-configuration
guardian,guardian-management
guardian,integration-tools
guardian,live-dashboard
guardian,music-api-scala-client
guardian,open-platform-content-api-scala-client
guardian,sbt-benchmark-plugin
guardian,sbt-dist-plugin
guardian,sbt-frontend-build
guardian,sbt-teamcity-test-reporting-plugin
guardian,sbt-version-info-plugin
guardian,scalatra-openid-consumer
guardian,simplecache
guardian-openplatform,open-platform-content-api-scala-client
guggla,guggla
gukjoon,skrillex
gunyarakun,clone2ch
gustavla,oldscoola
guttermonkey,play2-scala-todolist
guxg,Sermo
guxg,starting_point
gvellut,AkkaCA
gw111zz,HelloScalaOnAndroid
gzm0,det-par-sandbox
gzoller,sbt-mongo-plugin
haakonn,incluse
hadashi,nomspace
hadashi,play2-test-app
halcat0x15a,Play20
halcat0x15a,offedit
halcat0x15a,shapeless
halcat0x15a,twitter4z
halcat0x15a,unfiltered-scalate
halrlee,simplecalc
hamnis,sbt-scct
hamnis,scala-irc
hamnis,unfiltered
hannesm,Kopitiam
harawata,mybatis-scala
hardlianotion,scala_dojo
harrah,binary-resilience
harrah,browse
harrah,command-line-app.g8
harrah,completion-demo
harrah,process
harrah,sbinary
harrah,scala
harrah,test-compat
harrah,up
harrah,xsbt
hartmut-k,AuDSL-Scala
haugene,scalaFokusGruppe
havocp,Play20
havocp,akka
havocp,beaucatcher
havocp,heroku-buildpack-scala
havocp,scala
havocp,xsbt-gpg-plugin
haxwithaxe,ahrts
hcbusy,hzip
hdeshev,scalatra-twirl-templates
headexplodes,bughunt
headexplodes,fridge
heathermiller,menthor
heathermiller,scala
heiflo,lift-basic-2.4-sbt-0.11.2
hekonsek,glula
hekonsek,lynxee
helena,akka
helenwilliamson,scala_dojo_02_funswithlists
helenwilliamson,scala_dojo_03_funswithoo
henrikengstrom,roygbiv
henrikerola,scala-addressbook
henrikerola,scaladin
heralight,lift-mongo.g8
heralight,lift-omniauth
heroku,devcenter-scala
heroku,s3pository
hexx,charcount
hexx,dispatch-tumblr
hexx,gaeds
hexx,hexx-common
hexx,rsstumblrbot
hexx,scalamblr
hezamu,Devoxx2011
hgeissmann,XTBase
hierynomus,google-code-jam
hiratara,ElementaryStatisticsPractice
hiroxpepe,examproject
hishidama,fxml-controller-generator
hittepit,Euler-solutions
hittepit,scala_dojo
hittepit,scala_dojo_02_funswithlists
hittepit,scala_dojo_03_funswithoo
hittepit,scala_dojo_04_implicitjava
hittepit,web-patterns
hmeltaus,learning-circle
hofer,scaluxt
hoffrocket,sbt-yui
hohonuuli,dna-music
hohonuuli,matlube
hohonuuli,sciencelube
hohonuuli,scilube
holdenk,fnurbot
holdenk,slashem
honnix,hello
honnix,ssandbox
hsch,Play20
hsch,cashburn-frontend
hseeberger,Play20
hseeberger,akkaexamples
hseeberger,common.g8
hseeberger,sbtproperties
hseeberger,scalainaction
hseeberger,scalalogging
hseeberger,scamples
hseeberger,specs2
hseeberger,vanilla.g8
hsk,mincamlj
hsm,mdnstest
hsyl20,ViperVM
http4s,http4s
hubertp,prefuse-type-debugger
hubertp,scala-dev
hubertp,xsbt
hugoferreira,scalastub
humboldt20,Play20
hydrasi,junit_xml_listener
hydrocul,hu
i2key,ScalaStudy
iainmcgin,HanoiLang
iainmcgin,scalac-divbyzero-plugin
iamedu,Play20
iamedu,scala-ssh-shell
ibrusic,simple-websocket-river
icambridge,asib
icambridge,scala-redis
icehouse,biden-scala
idflood,spde-examples
ieugen,scala-stuff
ieure,jdub
ifesdjeen,jReadability
ifunsoftware,c3-accesslib
ifunsoftware,c3-next
ifunsoftware,c3-web
iglootools,openplacesearch-scala
ijuma,junit_xml_listener
ikuo,toolbox
iliffwes,scala
ilkka,jascweb
ilya-klyuchnikov,mrsc
ilya-klyuchnikov,tapl-scala
ilyasergey,semantic-slicer
imikushin,Play20
imikushin,hammersmith
imikushin,jackson-module-scala
inca,circumflex
incluye,narc-v2
indrajitr,pocketchangeapp-prop
indrajitr,sbt-idea
indrajitr,sbt-lift-build-plugin
indrajitr,xsbt
ingoem,scala-swing
inkling,scala-relaxng
inkytonik,kiama.g8
inkytonik,plain.g8
innotway,Order4uCloud
innotway,order4umanager
innsand,Play20
innsand,play2-mini
intechgrp,RT-events
ioGreen,scalapi
iron9light,autoguice
iron9light,ideacolorschemes-plugin
ironshellstudios,swagger-core
ironshellstudios,swagger-play
ise,misc
isel-32186,Jelastic-with-Play
ishaaq,dash
ishiijp,Fancy-POI
ishmal,pedro
ishmal,scalasdr
isterin,scala-utils
itang,scatang
j3ffb,menuparam
j5ik2o,coderwall-scala
j5ik2o,fecru-irc-bot
jackdreilly,CJ2K12
jackdreilly,SparkADMM
jackdreilly,SparkOpt
jackdreilly,compiled-spark
jackdreilly,spark
jackganzha,Play20
jacksonja,sample_play_app
jacksonja,twitplay
jacobgroundwater,Akka-Actors
jacobgroundwater,DI-Plugin-Example
jacobgroundwater,Monads-in-Scala
jacobgroundwater,Play-Demo-Project
jacobgroundwater,Scala-HBase
jacobgroundwater,Scala-Play-CSRF
jadamcrain,sake
jailjones,cheatsheet
jailjones,fitness
jailjones,play-plugins
jakedouglas,memcached.scala
jakubkluz,shop
jaliss,swagger-core
jamescarr,scala-game-of-life
jamesgolick,scala-resque-worker
jamesgolick,statsd.scala
jamesrose,Blog
jamesward,Play20
jamesward,aerogel_demo
jamesward,cfp
jamesward,day0playscala
jamesward,helloblueeyes
jamesward,play-mongo-jackson-mapper
jamesward,play2_webjars_demo
jamesward,play2bars-scala
jamie-allen,akka-specs2-example
jan234,myrest
janekdb,stair-chess
janhohner,Play20
janm399,scala-kickstart
janm399,scalad
janm399,spring-in-scala
janneri,Ilmo
jaredholdcroft,marked-server
jasoncao,kafka
jasongriebeler,impatient-scala
jasonjackson,scalatra-auth-email
jasonostrander,euler
javaBin,hospes
javaBin,ldap-admin2
javaBin,scala-training-code
javaHelena,sp2012-test1
javaguruen,Brettspill
javaguruen,Project-Euler
javendo,ehcache
javieriserte,Obj3_Scala_Examples
jawher,neo4j-scala
jayp,plivohelper-scala
jaytaylor,play-gzip
jberkel,android-app.g8
jberkel,android-helloworld-scala
jberkel,android-plugin
jberkel,android-sdk-scala
jberkel,gist-it
jberkel,pingpong
jbn,GitHubRecommendations
jbn,clifton
jbrechtel,robospecs
jbrechtel,robospecs_example
jcai,tao-core
jcaraballo,battleships
jcranky,scala99
jcranky,tic-tac-toe
jdegoes,RosettaJson
jdegoes,blueeyes
jeff-wise,Clairvoyance
jeffreyolchovy,bloomfilter
jeffreyolchovy,scala-bloomfilter
jenshaase,sbt-uimaScala
jenshaase,uimaScala
jesseeichar,scala-arm
jesseeichar,scala-io
jesseeichar,sperformance
jestan,fpinscala-exercises
jestan,sbt-app-assembler
jestan,sbt-scct
jetho,pl0compiler
jetho,s99
jetho,scms
jfaerman,avaliando-scala
jfaerman,exploring-scala
jfarcand,WCS
jfim,Play20
jhartman,norbert
jhclark,ducttape
jho,ace
jiakaihang,4001_assn2
jiaweihli,BBV
jimclarkuk,7-Languages
jiminoc,goose
jimmc,nioserver
jjmmcc,scrooge-runtime
jkenny,word-paths
jkyamog,whack
jlarmstrong,scalatra-auth-email
jletroui,frac
jliszka,probability-monad
jliszka,scalacademy
jm2dev,project-euler-scala
jm2dev,sbt-xslt-plugin
jm2dev,sensor-tdd-kata
jmarin,geoscript.scala
jmarin,gsr-console
jmhodges,componentize
jmhofer,eCobertura
jmhofer,scalatron
jmichalicek,Scala-OAuth
jmitchener,Play20
jmkr,eatfresh
jmochel,selp
jnaru,ft
jnj,scalaweb
jnj,sunbeam
jnj,vexed-scala
joa,apparat
joa,hector
joaosa,lift-webapp
joecarnahan,projecteuler
joecarnahan,weights
joergviola,Play20
joestein,skeletor
johanprinsloo,GraphExecutor
johanprinsloo,cassmule
johanprinsloo,lift-shiro
johanprinsloo,scalascratch
johkin,absence
john-kurkowski,goose
johnfn,cs248-project
johnnyyen,typesafePlayground
johnwright,diffa
johnynek,scalding
jojahner,SAF
jojule,Stocks
jonifreeman,Scalex-CLI
jonoabroad,lift-omniauth
jonoabroad,liftmodules-basicauth
jonoabroad,liftmodules-copyright
jonoabroad,liftmodules-googlemaps
jonoabroad,liftmodules-jqplot-example
jonross,demo-scala
jonshea,minimal-ensime-sbt-project
jordanlewis,PFDScala
jorgen99,monty_hall_scala20120424
jorgen99,scala_dojo
jorgeortiz85,linter
jorgeortiz85,scala-time
joroek,WorldGrid
joscha,play-jsmessages
josefelixh,functional-emulator-interface
josephks,PostgreSQL-Monitor
josephks,base-webapp
josephks,xsbt-web-plugin
josephw,xsbt
joshcough,MinecraftPlugins
joshdevins,gis-shapes-reverse-geocoder
joshgarnett,Astar-Scala
joshmarcus,geotrellis
joshserrin,scalatron
jpalomaki,scala-jpa-buildr-test
jpate,runDMV
jpbougie,ostrich
jpcik,morph
jpcik,sensor-siq
jperla,spark-advancers
jpersson,prequel
jpertino,jerkson
jponge,dice-proxy
jpswain,DummySbtScalaWicket
jrcamp,specs-fix-me
jrevault,ScalaScalatraSalatMongoDB
jrevault,scalatra-squeryl.g8
jrgarcia,play-java.g8
jrgarcia,play-scala.g8
jrmcauliffe,domila
jroesch,HTTP-Scala
jroesch,PersonalSite
jroesch,Words
jroper,scalaflect
jrudolph,bytecode
jrudolph,codecs
jrudolph,dumpster
jrudolph,junit_xml_listener
jrudolph,linter
jrudolph,orderly4jvm
jrudolph,sbt-dependency-graph
jrudolph,scala-enhanced-strings
jrudolph,scalac-plugin.g8
jrudolph,scalalogging
jrudolph,simple-macro-template
jrwest,lift-and-netty-examples
js-scala,js-scala
js-scala,scala
js-scala,scala-ide
jsimone,s3pository
jstrachan,scopt
jstrachan,webbytest
jsuereth,akka
jsuereth,binary-resilience
jsuereth,scala
jsuereth,scala-arm
jsuereth,scala-cel
jsuereth,scala-embedded-interpreter-sample
jsuereth,scala-in-depth-source
jsuereth,scala-mojo-support
jsuereth,scalax-collection-foldable
jsuereth,xsbt-ghpages-plugin
jsuereth,xsbt-proguard-plugin
jto,CSRF
jto,Play20
jto,playexperiments
julianespinel,Caja
julianespinel,REST-POC
julienrf,Play20
julienrf,chooze
julienrf,composite-ui-play2
julienrf,di-with-play2
julienrf,etoffe
julienrf,forest
julienrf,glitter
julienrf,play-custom-pathbinder
julienrf,play-jsmessages
julienrf,scala-lessons
julienrf,twitterstream
julienrf,virtualization-lms-core
juozapas,Play20
juretta,Play20
just-cloud,core
just-cloud,java-osgi.g8
just-cloud,model-hibernate-jpa
just-cloud,packle
just-cloud,searchable-model-api
justwrote,scala-faker
jvermeir,BNTS
jvermeir,ShoppingList
jvirtanen,configrity
jwachter,travel-service
jwaldrop,finagle-starter
jweden,scalaDbase
jwinder,org.shabase
jxstanford,akka
jzaefferer,scalagaming
jzsfkzm,sbt-jslint
k-nishijima,atnd2twitter.scala
k4200,lifthub
kaarenilsen,unfiltered
kahliburke,Play20
kaiserpelagic,LRU-function-cache
kaiserpelagic,dispatcher
kamchy,learnscala
kamhon,eshop
kanischev,play20-liquibase
kaorunix,SSRTB
kaorunix,SSRTBClient
karlroberts,incubator
karlroberts,release-o-matic
karma4u101,Basic-SquerylRecord-User-Setup
karsaroth,Git-Example
kavedaa,allegretto
kavedaa,vedaa-net
kavedaa,vedaa-template
kavedaa,vedaa-web
kavedaa,vedaa-web-portlet
kbarros,kb_physics
kbarros,smatrix
kdlan,zmqtest
kdrdgn,Play20
kenbot,ScalaSwingTreeWrapper
kenmazaika,webwords
kennknowles,scala-heterogeneous-map
keremyzc,KSSHAS
kevinbosman,Play20
kevinclark,Tiny-Dropwizard-Example
kevinjonisteph,stuff
kevinwright,Autoproxy-Lite
keymaerad,KeYmaeraD
keynan,LiftAthentication
keynan,LiftAuthenticationExampleProject
kezakez,scala-chat
kgann,fatFinger
kgillies,mcsw
khivi,Play-2.0-Application
khu,wallofshame
kiip,scala-osgi
kijuky,nisesakura
kink80,pick_it
kiris,picture-show
kjellwinblad,sbt-scalaedit-plugin
kjellwinblad,sconsolver
kjozsa,LogViewer
kjozsa,easyjdbc
klgraham,naive_bayes_classifier
klout,ScalaStorm
klout,swagger-play2
kmizu,finagle_json
kmizu,jsonic
kmizu,kmizu.github.com
kmizu,message_proxy
kmizu,ruby_scala
kmizu,scala
kmizu,ubiregi-api-client-scala
knoldus,Akka2Bench
knowing,Knowing
knowio,lifty
knuton,play-stylus
kodemaniak,bnd4sbt
koderama,async-twitter-client
koduki,css-selectors-scala
koduki,eBookSearch
koduki,mechanize
koksal,bibimbap
kolchanov,MyBatis-Scala-In-Samples
komando1024,cfp
kongliangzhong,sbttest
kotancode,ScalaMud
kouji171,Studying-Design-Patterns
kouphax,dbc-tinkering
kouphax,hands-free-bookmarklet
kouphax,stein
krasserm,eventsourcing-example
krasserm,scalaz-camel
kredel,toocas
krsanky,my-scala-1
ksauzz,flockdb
kscaldef,jerkson
ktoso,smsser-scala
ktyurin,Amigo
ktyurin,AmigoGUI
kuebler,warthog
kumarishan,Echo
kumarishan,Echo-Wrokflow
kuromaku,Imgseq2Video
kuromaku,Neurogenesis
kydos,dada
kydos,escalier
kzys,scala
l4u,play-scala.g8
lab-24,xsbt-mongodb
laci37,MeroDistComp
laci37,MeroMachineLearn
lacy,lift-quickstart
lacy,sbt-package-dist
laforge49,Asynchronous-Functional-Programming
lagerspetz,TimeSeriesSpark
lambda3-dojos,blackjack-scala-10-04-2012
lancelet,fido
lancelet,mocaputils
lancelet,scalagis
lancelet,scalari
lancelet,scalasignal
lancelet,skintwitch
lancewalton,Chat-tastic
landon9720,Proseeo
lantoli,scalagwt-sample
lantoli,scalagwt-scala
larkinalan,Scala-Hack-Evening
larsrh,legacy-scalaz
larsrh,scala-snippets
larsrh,scalaz
lasanthak,ApiPerfTester
laurilehmijoki,MorningLightMountain
lbruand,freetle
ldeck,lift-quickstart
ldnigro,ztltest
league,scala-concurrency
leedm777,lift-sample-app
leeight,Play20
leezl,mocap
leifwickland,project-euler
leifwickland,scala
leithaus,SpecialK
leithaus,XTrace
leneghan,scala_dojo
leneghan,scala_dojo_02_funswithlists
leneghan,scala_dojo_03_funswithoo
leneghan,scala_dojo_04_implicitjava
leodagdag,persistance
leodagdag,persistanceJs
leon,Play20
leon,play-mongodb
leon,play-salat
leon,play-salat.g8
leon,play-velocity
leoschweizer,ConvenientDroid
leoschweizer,play-scala.g8
lespea,Challenge-Helper
leszekgruchala,guicy-scala
lexspoon,scalagwt-scala
lgauthie,gnar.gran
lgiorda,akka-master-slave
lgiorda,spray-akka-master-slave
lhankewitz,ScalaForTheImpatient
lhankewitz,scalainaction
libei,CarTracking
lift,examples
lift,framework
lift,lift
lift,lift_24_sbt
lift,liftjr
lift,modules
lift-stack,giter8-default
lift-stack,lift-24-blank.g8
lift-stack,lift-24-html5bp-kickstrap.g8
lift-stack,lift-24-html5bp.g8
lift-stack,lift24-s29-blank.g8
lift-stack,lift24-s29-html5bp-bootstrap.g8
lift-stack,lift24-s29-html5bp-kickstrap.g8
lift-stack,lift24-s29-html5bp.g8
lift-stack,lift24-s29-mvc-blank.g8
lift-stack,lift24-s29-mvc-html5bp-bootstrap.g8
lift-stack,lift24-s29-mvc-html5bp-kickstrap.g8
lift-stack,lift24-s29-mvc-html5bp.g8
lift-stack,lift_24_sbt
liftstack,lift24-s29-blank.g8
liftwebcn,Ajaxform-Database
liftwebcn,Ajaxform_simple_example
liftwebcn,Lift-Menu-Example
liftwebcn,lift-openid-example
limansky,luna
linkedin,norbert
linwdav,ContactDB
linwdav,Todo-List
linychuo,scalatra-minitwit
liquidizer,liquidizer
litan,scrisca
ljcoomber,99-scala-problems
lkuczera,lift_24_sbt
llinder,scala-m2e
llnek,SCALADB
lloydich,tenpin
lloydich,tenpins
lmcalpin,dogstarrelay
lmcalpin,terraria-tool
lmcalpin,turntable-api-scala
lodsb,reakt
loganvolkers,WeatherBet
loicdescotte,Play2-HTML5Tags
loicdescotte,Play2-HTML5ValidationTags
loicdescotte,Play20
loku,kestrel
lopex,macrocosm
lopex,multibot
louoso,scalabeans
louridas,git-fast-import-parser
loverdos,converter
loverdos,maybe
loverdos,streamresource
loverdos,sysprop
loverdos,typedkey
lpubsppop01,sjson-sample
lrytz,effects
lrytz,pacman
lrytz,scala
lrytz,scalabuilds
lshift,diffa
ltackmann,harmony-panel
lucastorri,scala-jsonr
lucidtransit,mortimer
luckboy,LiftChess
ludovicofischer,Play20
lukasimha,DemoApp
lukolela,sphash
lunch,superpatented
luongm,testScalaDynamoDB
lvilnis,MachineLearningExperiments
lxfind,Caisson
lyricallogical,Play20
lyricallogical,android-plugin-example
m1key,audiolicious-migration
m3dev,scalikesolr
m410,archetypes
m410,beanwrap
m410,brzy-webapp
m410,calista
m410,fabricate
m410,validator
mDialog,Fredis
mDialog,akka
machisuji,MySchedule
maciej,BarberShop
macraig,spark
mads379,scala-formlets
mads379,scala-formlets-example
maffoo,scalagwt-sample
maffoo,scalagwt-scala
magarciaEPFL,scala
magarciaEPFL,scaladotnet
magede,Monty
magede,todolist
magnuseriksson,Ledigadagar
mairbek,finagle
majtom2grndctrl,DraftingBoard
mallman,xsbt
malov,db_test
maltoe,MachineLearning
mammadori,dbpedia
manakeks,playSpielwiese
manaproducts,cst_play
mandubian,Play20
mandubian,kloutonite
manojo,scala
manuelbernhardt,Play20
manuelbernhardt,play2-groovy-templates
marciol,goose
marconilanna,boilerplate
marconilanna,sant
marconilanna,snippets
marcosinger,goose
marctobler,WSD-with-Signal-Collect
marcusatbang,Hooks
mardambey,guzzler
mardambey,shrink
mardambey,spiffy
marianobarrios,lightrest
mariogleichmann,AkkaSamples
mariusdanciu,shift
mariussoutier,Play-Salat-CCE-Demo
markchadwick,graphite-relay
markhamstra,ScalaStorm
markusweimer,ScalOps
marpiec,socnet
martiell,scalaxb
martinmcnulty,Play20
martinpallmann,project-euler
martyntebby,ss2js
maruyama097,Play2.0HelloWorld
masahitojp,play2-sample-module
masahitojp,sbt_studying
masarakki,scala_school
mashupbots,mashupbots
mashupbots,socko
matejcik,fauxrates
mateusfreira,Scala-with-JMS
mateusfreira,dispatch-github
mathieuancelin,KittenMash
mathieuancelin,Quest
mathieubigorne,Katas
matsumana,play20-scala-sandbox01
mattbowen,akka-web-template
mattdenner,sequencescape-api-in-scala
mattesja,mp3dirtagger
matthedude,play-try
matthedude,twit-oauth
matthewfarwell,scala
matthewfarwell,scalariform
matthewfarwell,scalastyle
matthewfarwell,scalastyle-plugin
matthiase,playtime
matthieus,Play20
matthoffman,primitive-collection-benchmark
mattiasbrand,Scala
mattrjacobs,scala-webmachine
matyjas,LSUG-Akka-Lift-Demo
mauricio,postgresql-netty
maw,ostrich
max-l,Squeryl
max-l,sl-core
max-l,sl-tools
maxaf,scala-ssh-shell
maxaf,seekwell
maxaf,tabula
maylencita,CRIOJO
mbbx6spp,play2-mini
mbk,Lift-standalone
mbknor,ddsl
mbknor,deptools
mblund,fat-auto-browser
mcamou,scuby
mcfunley,sbt-mongodb-plugin
mchv,Play20
mcroydon,eep
mdengler,sbt-extras
mdr,pomodoro4eclipse
mdr,scalariform
mdreves,scalafy
mduerig,http-simple
mechregard,unsupervised
meetumaltiar,Akka2Bench
meetumaltiar,AkkaExperiments
meetup,snapup-android
megamingus,lolisunkyourship
mehrvarz,Anymime
mehrvarz,P2pChatGtk
mehrvarz,P2pCore
mehrvarz,RFComm
mehrvarz,RFCommHelper
meiamipapa,scala1
meicpalmer,PL
melaniemunden,scala_dojo
melezov,Sluggifier
melezov,etb
melezov,format-nazy
melezov,pgscala
mepcotterell,fbpa
mertkavi,ToDoList
mesos,spark
mfranic,SPPP
mgoblin,Parboiled-Parser
mgrand,Play20
mgryszko,maven-scala-quickstart
mhausenblas,PayGoo
mhhoban,kings-lib
michael-galpin,fpbook
michaelbarton,Pseudomonas-fluorescens-R124-genome
michaelochurch,ScalaGraph
michajlo,otpakka
michaz,scala-plangen
michelou,android-examples
michih57,scala-ide
migo,test-squerylrecord
migue,akka
migue,liferay-tech-talks
migue,scala
migue,scala-ide
miguel-negrao,FingerTree
miguel-negrao,ScalaColliderZ
mikankyouso,play_app
mikankyouso,scala_snippet
mike-rogers,scalabot
mikealmond,hands-free-bookmarklet
mikegagnon,scalding
mikeyhu,project-eular-scala
mikeyhu,project-euler-scala
mikeyhu,sunspots
mileskin,countdown
milessabin,scala
milessabin,shapeless
mingfang,akka-trading-disruptor
mingfang,norbert
minglis,sbt-version-info-plugin
miniboxing,miniboxing-plugin
mirkonasato,traversable-csv
mirzov,PlayNavigation
missingfaktor,slf4s
misto,Scala-Hello-World-Plug-in
mizzl,EightOfDiamonds
mjahr,scalding
mjburgess,luudebating
mkaz,scaft
mkemnetz,Comp-338-Web-App
mkhettry,sbt-tap
mkroli,phonetics
mmacaulay,photo-proofer
mmakowski,clisson-server
mmakowski,maven-specs2-plugin
mmikulicic,pace
mnagireddy,p2
mnesarco,Mybatis-For-Scala
mnesarco,play2-mybatis-scala-better-sample
mnesarco,playframework2.0-mybatis-example
mnn2104,Mastermind
mnn2104,scala-redis
mnylen,scalatra
mobymakoto,Learning-lift
modalsoul,naniKatter
mofus,Mirror
mojodna,metricsd
mojolly,backchat-websocket
mojolly,dispatch-lift-json
mojolly,logback-akka
mojolly,rl
mojolly,scala-inflector
mojolly,swagger-ext
mojolly,xsbt-scalate-generate
mokrzu,Dijkstra-Algorithm
molekilla,ScalaRegPubRobot
moma,tinaviz
mongodb,casbah
moser,foxtrot_mike_client
mosser,SensApp
mostlygeek,99-Scala-Problems
mostlygeek,Scala-Hacking
motlin,Dominion
mozart,mozart2-bootcompiler
mpdehaan,lookatgit
mpeltonen,mpeltonen.github.com
mpeltonen,sbt-idea
mpeltonen,unfiltered
mperry,euler_scala
mpilquist,akka
mpilquist,sbtosgi
mr-stateradio,Play_Playground_2012
mraible,play-scalate
mrdon,circumflex
mrdon,talking-puffin
mrspeaker,Play20
mrumkovskis,Query
msgehard,InfiintieMonkeysWithAkka
msgpack,msgpack-scala
msiegenthaler,scala-xmpp
msingleton,Scala-Airbrake
mslinn,CasbahTest
mslinn,ExecutorBenchmark
mslinn,akka-sample-remote
mslinn,akkaFact
mslinn,durable-mailbox
mslinn,hanuman
mslinn,meetupRoll
mslinn,zeromq-demo
msobon,SaaSPortal
mtkopone,scct
mtomko,arfftools
mtye,lift-2.2-css-selector-binding-bug
mumoshu,play2-memcached
mumoshu,scala-scalable-programming-sidenote
mumoshu,vote4music-play20
murr4y,pwkeeper
muuki88,contacts-scala
muuki88,play-the-movie
mwsoft,sshadoop
mwunsch,handlebars.scala
myfreeweb,preprocessit
mysema,scalagen
myst3r10n,btc-loader
myst3r10n,msgpack-rpcx
myst3r10n,zserver
n-a-g-r-o-m,ScaQCMS
n8han,conscript
n8han,conscript-plugin
